InterPad_I	InterPad_V
1.4787e-09	3.0400e-01
1.3945e-09	3.0500e-01
1.3735e-09	3.0600e-01
1.3314e-09	3.0700e-01
1.3103e-09	3.0800e-01
1.3524e-09	3.0900e-01
1.4787e-09	3.1000e-01
1.4366e-09	3.1100e-01
1.3945e-09	3.1200e-01
1.3735e-09	3.1300e-01
1.4787e-09	3.1400e-01
1.3314e-09	3.1500e-01
1.5839e-09	3.1600e-01
1.2472e-09	3.1700e-01
1.3945e-09	3.1800e-01
1.4156e-09	3.1900e-01
1.5208e-09	3.2000e-01
1.4366e-09	3.2100e-01
1.4787e-09	3.2200e-01
1.5419e-09	3.2300e-01
1.6471e-09	3.2400e-01
1.5419e-09	3.2500e-01
1.6050e-09	3.2600e-01
1.7102e-09	3.2700e-01
1.6681e-09	3.2800e-01
1.8155e-09	3.2900e-01
1.7313e-09	3.3000e-01
1.5208e-09	3.3100e-01
1.7313e-09	3.3200e-01
1.7313e-09	3.3300e-01
1.7102e-09	3.3400e-01
1.6050e-09	3.3500e-01
1.7734e-09	3.3600e-01
1.5419e-09	3.3700e-01
1.4366e-09	3.3800e-01
1.6471e-09	3.3900e-01
1.6681e-09	3.4000e-01
1.6892e-09	3.4100e-01
1.7313e-09	3.4200e-01
1.5629e-09	3.4300e-01
1.5208e-09	3.4400e-01
1.8365e-09	3.4500e-01
1.7734e-09	3.4600e-01
1.6681e-09	3.4700e-01
1.6681e-09	3.4800e-01
1.8996e-09	3.4900e-01
2.0049e-09	3.5000e-01
1.6892e-09	3.5100e-01
2.0259e-09	3.5200e-01
1.7734e-09	3.5300e-01
1.5629e-09	3.5400e-01
1.7102e-09	3.5500e-01
1.7944e-09	3.5600e-01
2.0470e-09	3.5700e-01
2.1312e-09	3.5800e-01
1.8575e-09	3.5900e-01
1.9628e-09	3.6000e-01
2.0049e-09	3.6100e-01
1.9207e-09	3.6200e-01
1.9838e-09	3.6300e-01
2.1522e-09	3.6400e-01
2.1101e-09	3.6500e-01
1.7523e-09	3.6600e-01
1.9207e-09	3.6700e-01
1.8996e-09	3.6800e-01
2.0259e-09	3.6900e-01
1.8786e-09	3.7000e-01
2.0259e-09	3.7100e-01
2.0680e-09	3.7200e-01
2.1312e-09	3.7300e-01
1.8996e-09	3.7400e-01
2.0259e-09	3.7500e-01
2.0891e-09	3.7600e-01
2.1312e-09	3.7700e-01
2.0470e-09	3.7800e-01
2.0891e-09	3.7900e-01
2.1101e-09	3.8000e-01
2.2574e-09	3.8100e-01
2.0259e-09	3.8200e-01
2.1732e-09	3.8300e-01
2.1732e-09	3.8400e-01
2.0891e-09	3.8500e-01
2.2785e-09	3.8600e-01
2.2153e-09	3.8700e-01
2.2364e-09	3.8800e-01
2.3627e-09	3.8900e-01
2.1943e-09	3.9000e-01
2.2364e-09	3.9100e-01
2.3627e-09	3.9200e-01
2.1943e-09	3.9300e-01
2.3206e-09	3.9400e-01
2.3206e-09	3.9500e-01
2.2995e-09	3.9600e-01
2.1312e-09	3.9700e-01
2.4258e-09	3.9800e-01
2.2574e-09	3.9900e-01
2.4048e-09	4.0000e-01
2.3206e-09	4.0100e-01
2.3206e-09	4.0200e-01
2.4048e-09	4.0300e-01
2.2785e-09	4.0400e-01
2.2785e-09	4.0500e-01
2.1522e-09	4.0600e-01
2.3206e-09	4.0700e-01
2.2364e-09	4.0800e-01
2.2995e-09	4.0900e-01
2.4048e-09	4.1000e-01
2.3837e-09	4.1100e-01
2.4258e-09	4.1200e-01
2.6784e-09	4.1300e-01
2.4679e-09	4.1400e-01
2.6152e-09	4.1500e-01
2.8257e-09	4.1600e-01
2.8678e-09	4.1700e-01
2.5942e-09	4.1800e-01
2.5731e-09	4.1900e-01
2.4889e-09	4.2000e-01
2.6152e-09	4.2100e-01
2.6994e-09	4.2200e-01
2.7625e-09	4.2300e-01
2.5521e-09	4.2400e-01
2.7836e-09	4.2500e-01
2.9941e-09	4.2600e-01
2.6152e-09	4.2700e-01
2.6784e-09	4.2800e-01
2.8888e-09	4.2900e-01
2.5731e-09	4.3000e-01
2.5100e-09	4.3100e-01
2.6994e-09	4.3200e-01
2.6363e-09	4.3300e-01
2.5731e-09	4.3400e-01
2.6363e-09	4.3500e-01
2.7625e-09	4.3600e-01
2.5942e-09	4.3700e-01
2.9309e-09	4.3800e-01
2.6363e-09	4.3900e-01
2.7205e-09	4.4000e-01
2.6994e-09	4.4100e-01
2.7205e-09	4.4200e-01
2.8046e-09	4.4300e-01
2.9099e-09	4.4400e-01
2.7205e-09	4.4500e-01
2.8678e-09	4.4600e-01
2.8257e-09	4.4700e-01
2.7205e-09	4.4800e-01
3.0361e-09	4.4900e-01
2.9941e-09	4.5000e-01
2.9941e-09	4.5100e-01
2.7625e-09	4.5200e-01
2.7625e-09	4.5300e-01
2.8257e-09	4.5400e-01
2.8888e-09	4.5500e-01
2.9099e-09	4.5600e-01
2.8467e-09	4.5700e-01
2.8888e-09	4.5800e-01
2.9730e-09	4.5900e-01
3.1203e-09	4.6000e-01
3.1203e-09	4.6100e-01
3.0993e-09	4.6200e-01
3.1414e-09	4.6300e-01
2.8888e-09	4.6400e-01
3.4150e-09	4.6500e-01
3.1414e-09	4.6600e-01
3.0993e-09	4.6700e-01
3.0993e-09	4.6800e-01
3.0993e-09	4.6900e-01
3.0993e-09	4.7000e-01
3.1624e-09	4.7100e-01
3.0151e-09	4.7200e-01
3.0993e-09	4.7300e-01
2.9309e-09	4.7400e-01
2.9941e-09	4.7500e-01
3.0572e-09	4.7600e-01
3.1203e-09	4.7700e-01
3.3097e-09	4.7800e-01
3.2256e-09	4.7900e-01
3.0782e-09	4.8000e-01
3.0993e-09	4.8100e-01
3.2466e-09	4.8200e-01
3.2887e-09	4.8300e-01
3.3729e-09	4.8400e-01
3.3308e-09	4.8500e-01
3.3097e-09	4.8600e-01
3.3097e-09	4.8700e-01
3.4992e-09	4.8800e-01
3.3308e-09	4.8900e-01
3.3097e-09	4.9000e-01
3.4571e-09	4.9100e-01
3.3308e-09	4.9200e-01
3.3308e-09	4.9300e-01
3.3729e-09	4.9400e-01
3.3939e-09	4.9500e-01
3.4992e-09	4.9600e-01
3.5834e-09	4.9700e-01
3.4360e-09	4.9800e-01
3.4781e-09	4.9900e-01
3.7307e-09	5.0000e-01
3.6465e-09	5.0000e-01
3.4360e-09	4.9900e-01
3.5623e-09	4.9800e-01
3.3939e-09	4.9700e-01
3.3518e-09	4.9600e-01
3.3939e-09	4.9500e-01
3.3939e-09	4.9400e-01
3.4571e-09	4.9300e-01
3.4571e-09	4.9200e-01
3.4571e-09	4.9100e-01
3.2466e-09	4.9000e-01
3.3308e-09	4.8900e-01
3.2887e-09	4.8800e-01
3.0993e-09	4.8700e-01
3.2045e-09	4.8600e-01
3.2887e-09	4.8500e-01
3.1624e-09	4.8400e-01
3.1414e-09	4.8300e-01
3.0782e-09	4.8200e-01
3.1835e-09	4.8100e-01
3.0993e-09	4.8000e-01
3.3308e-09	4.7900e-01
3.3518e-09	4.7800e-01
3.0993e-09	4.7700e-01
3.2466e-09	4.7600e-01
3.1203e-09	4.7500e-01
3.2677e-09	4.7400e-01
3.1414e-09	4.7300e-01
3.0572e-09	4.7200e-01
3.1835e-09	4.7100e-01
3.0993e-09	4.7000e-01
3.1624e-09	4.6900e-01
3.1203e-09	4.6800e-01
3.0151e-09	4.6700e-01
3.1624e-09	4.6600e-01
3.2466e-09	4.6500e-01
3.2677e-09	4.6400e-01
3.1203e-09	4.6300e-01
2.8467e-09	4.6200e-01
3.3308e-09	4.6100e-01
3.1624e-09	4.6000e-01
3.1835e-09	4.5900e-01
3.1835e-09	4.5800e-01
3.1624e-09	4.5700e-01
3.3308e-09	4.5600e-01
3.2256e-09	4.5500e-01
3.2677e-09	4.5400e-01
3.1624e-09	4.5300e-01
2.9941e-09	4.5200e-01
3.2256e-09	4.5100e-01
3.2887e-09	4.5000e-01
3.3308e-09	4.4900e-01
3.2677e-09	4.4800e-01
3.2045e-09	4.4700e-01
3.2887e-09	4.4600e-01
3.1414e-09	4.4500e-01
3.2256e-09	4.4400e-01
2.9941e-09	4.4300e-01
2.8046e-09	4.4200e-01
2.7836e-09	4.4100e-01
2.9309e-09	4.4000e-01
2.8678e-09	4.3900e-01
2.9730e-09	4.3800e-01
3.0151e-09	4.3700e-01
2.7625e-09	4.3600e-01
2.9520e-09	4.3500e-01
2.9099e-09	4.3400e-01
2.6573e-09	4.3300e-01
3.0993e-09	4.3200e-01
3.0151e-09	4.3100e-01
2.9099e-09	4.3000e-01
2.6994e-09	4.2900e-01
2.8046e-09	4.2800e-01
2.7205e-09	4.2700e-01
2.7415e-09	4.2600e-01
2.7205e-09	4.2500e-01
2.7625e-09	4.2400e-01
2.8888e-09	4.2300e-01
2.7415e-09	4.2200e-01
2.7836e-09	4.2100e-01
2.7205e-09	4.2000e-01
2.6363e-09	4.1900e-01
2.6784e-09	4.1800e-01
2.7205e-09	4.1700e-01
2.6363e-09	4.1600e-01
2.5521e-09	4.1500e-01
2.7205e-09	4.1400e-01
2.6784e-09	4.1300e-01
2.6363e-09	4.1200e-01
2.6573e-09	4.1100e-01
2.5310e-09	4.1000e-01
2.6573e-09	4.0900e-01
2.8678e-09	4.0800e-01
2.7415e-09	4.0700e-01
2.5942e-09	4.0600e-01
2.3627e-09	4.0500e-01
2.5731e-09	4.0400e-01
2.5731e-09	4.0300e-01
2.6784e-09	4.0200e-01
2.5942e-09	4.0100e-01
2.5521e-09	4.0000e-01
2.5100e-09	3.9900e-01
2.6994e-09	3.9800e-01
2.6152e-09	3.9700e-01
2.4889e-09	3.9600e-01
2.6363e-09	3.9500e-01
2.5942e-09	3.9400e-01
2.6994e-09	3.9300e-01
2.5100e-09	3.9200e-01
2.5731e-09	3.9100e-01
2.5731e-09	3.9000e-01
2.3837e-09	3.8900e-01
2.5731e-09	3.8800e-01
2.4889e-09	3.8700e-01
2.5521e-09	3.8600e-01
2.4258e-09	3.8500e-01
2.6573e-09	3.8400e-01
2.5521e-09	3.8300e-01
2.5942e-09	3.8200e-01
2.4468e-09	3.8100e-01
2.2785e-09	3.8000e-01
2.3206e-09	3.7900e-01
2.4258e-09	3.7800e-01
2.5100e-09	3.7700e-01
2.5521e-09	3.7600e-01
2.4048e-09	3.7500e-01
2.4258e-09	3.7400e-01
2.2995e-09	3.7300e-01
2.3416e-09	3.7200e-01
2.3627e-09	3.7100e-01
2.3416e-09	3.7000e-01
2.3627e-09	3.6900e-01
2.2153e-09	3.6800e-01
2.3416e-09	3.6700e-01
2.2995e-09	3.6600e-01
2.3416e-09	3.6500e-01
2.3627e-09	3.6400e-01
2.3416e-09	3.6300e-01
2.4679e-09	3.6200e-01
2.1732e-09	3.6100e-01
2.3416e-09	3.6000e-01
2.3416e-09	3.5900e-01
2.1522e-09	3.5800e-01
2.4048e-09	3.5700e-01
2.3206e-09	3.5600e-01
2.2995e-09	3.5500e-01
2.1522e-09	3.5400e-01
2.0470e-09	3.5300e-01
2.2153e-09	3.5200e-01
2.2785e-09	3.5100e-01
2.4468e-09	3.5000e-01
2.2153e-09	3.4900e-01
2.3206e-09	3.4800e-01
2.2153e-09	3.4700e-01
2.3837e-09	3.4600e-01
2.2364e-09	3.4500e-01
1.9838e-09	3.4400e-01
2.2153e-09	3.4300e-01
2.2364e-09	3.4200e-01
2.2574e-09	3.4100e-01
2.1732e-09	3.4000e-01
2.2153e-09	3.3900e-01
2.2153e-09	3.3800e-01
2.1312e-09	3.3700e-01
2.2364e-09	3.3600e-01
2.2364e-09	3.3500e-01
2.0680e-09	3.3400e-01
2.0049e-09	3.3300e-01
2.0891e-09	3.3200e-01
2.1101e-09	3.3100e-01
2.1943e-09	3.3000e-01
2.1732e-09	3.2900e-01
1.9628e-09	3.2800e-01
2.0470e-09	3.2700e-01
2.2785e-09	3.2600e-01
2.0470e-09	3.2500e-01
2.0049e-09	3.2400e-01
2.0680e-09	3.2300e-01
2.1101e-09	3.2200e-01
2.0680e-09	3.2100e-01
2.0470e-09	3.2000e-01
2.0891e-09	3.1900e-01
2.1101e-09	3.1800e-01
1.7944e-09	3.1700e-01
2.0891e-09	3.1600e-01
1.9417e-09	3.1500e-01
2.1101e-09	3.1400e-01
2.1101e-09	3.1300e-01
1.7734e-09	3.1200e-01
1.8996e-09	3.1100e-01
1.9838e-09	3.1000e-01
1.8786e-09	3.0900e-01
1.9207e-09	3.0800e-01
2.0259e-09	3.0700e-01
1.7102e-09	3.0600e-01
1.8786e-09	3.0500e-01
1.7734e-09	3.0400e-01
1.8365e-09	3.0300e-01
1.9207e-09	3.0200e-01
1.9838e-09	3.0100e-01
1.7313e-09	3.0000e-01
1.9207e-09	2.9900e-01
2.0259e-09	2.9800e-01
1.9207e-09	2.9700e-01
1.6260e-09	2.9600e-01
1.8365e-09	2.9500e-01
1.9207e-09	2.9400e-01
2.0470e-09	2.9300e-01
1.7734e-09	2.9200e-01
1.8575e-09	2.9100e-01
1.8996e-09	2.9000e-01
1.9628e-09	2.8900e-01
1.8155e-09	2.8800e-01
1.7102e-09	2.8700e-01
1.5839e-09	2.8600e-01
1.8786e-09	2.8500e-01
1.8155e-09	2.8400e-01
1.6260e-09	2.8300e-01
1.8365e-09	2.8200e-01
1.7313e-09	2.8100e-01
1.6681e-09	2.8000e-01
1.8996e-09	2.7900e-01
1.7102e-09	2.7800e-01
1.8365e-09	2.7700e-01
1.8155e-09	2.7600e-01
1.4787e-09	2.7500e-01
1.7944e-09	2.7400e-01
1.4998e-09	2.7300e-01
1.6260e-09	2.7200e-01
1.7523e-09	2.7100e-01
1.7734e-09	2.7000e-01
1.7313e-09	2.6900e-01
1.4366e-09	2.6800e-01
1.6260e-09	2.6700e-01
1.3103e-09	2.6600e-01
1.7734e-09	2.6500e-01
1.5419e-09	2.6400e-01
1.4998e-09	2.6300e-01
1.6892e-09	2.6200e-01
1.7523e-09	2.6100e-01
1.7102e-09	2.6000e-01
1.6050e-09	2.5900e-01
1.5839e-09	2.5800e-01
1.5839e-09	2.5700e-01
1.5419e-09	2.5600e-01
1.6260e-09	2.5500e-01
1.7102e-09	2.5400e-01
1.4156e-09	2.5300e-01
1.6681e-09	2.5200e-01
1.6892e-09	2.5100e-01
1.4787e-09	2.5000e-01
1.3735e-09	2.4900e-01
1.6471e-09	2.4800e-01
1.6050e-09	2.4700e-01
1.6892e-09	2.4600e-01
1.4787e-09	2.4500e-01
1.4366e-09	2.4400e-01
1.7313e-09	2.4300e-01
1.6050e-09	2.4200e-01
1.6260e-09	2.4100e-01
1.5208e-09	2.4000e-01
1.5629e-09	2.3900e-01
1.5419e-09	2.3800e-01
1.4998e-09	2.3700e-01
1.6260e-09	2.3600e-01
1.3945e-09	2.3500e-01
1.4998e-09	2.3400e-01
1.3524e-09	2.3300e-01
1.3945e-09	2.3200e-01
1.5208e-09	2.3100e-01
1.5208e-09	2.3000e-01
1.4787e-09	2.2900e-01
1.3945e-09	2.2800e-01
1.4577e-09	2.2700e-01
1.1420e-09	2.2600e-01
1.2472e-09	2.2500e-01
1.3314e-09	2.2400e-01
1.3945e-09	2.2300e-01
1.4577e-09	2.2200e-01
1.4577e-09	2.2100e-01
1.4156e-09	2.2000e-01
1.3314e-09	2.1900e-01
1.2051e-09	2.1800e-01
1.2051e-09	2.1700e-01
1.2683e-09	2.1600e-01
1.3945e-09	2.1500e-01
1.3314e-09	2.1400e-01
1.2472e-09	2.1300e-01
1.2262e-09	2.1200e-01
1.2893e-09	2.1100e-01
1.4577e-09	2.1000e-01
1.2893e-09	2.0900e-01
1.2683e-09	2.0800e-01
1.2051e-09	2.0700e-01
1.1630e-09	2.0600e-01
1.2262e-09	2.0500e-01
1.3945e-09	2.0400e-01
1.2472e-09	2.0300e-01
1.2262e-09	2.0200e-01
1.0788e-09	2.0100e-01
1.1630e-09	2.0000e-01
1.2683e-09	1.9900e-01
9.7360e-10	1.9800e-01
1.2472e-09	1.9700e-01
1.2472e-09	1.9600e-01
1.3524e-09	1.9500e-01
1.1630e-09	1.9400e-01
1.2893e-09	1.9300e-01
1.0999e-09	1.9200e-01
1.0157e-09	1.9100e-01
1.1841e-09	1.9000e-01
1.3103e-09	1.8900e-01
1.0578e-09	1.8800e-01
1.1209e-09	1.8700e-01
1.1420e-09	1.8600e-01
1.1841e-09	1.8500e-01
1.2051e-09	1.8400e-01
1.0578e-09	1.8300e-01
8.8942e-10	1.8200e-01
9.3151e-10	1.8100e-01
1.1630e-09	1.8000e-01
1.1209e-09	1.7900e-01
1.0999e-09	1.7800e-01
1.0578e-09	1.7700e-01
1.2893e-09	1.7600e-01
9.7360e-10	1.7500e-01
8.0523e-10	1.7400e-01
1.1420e-09	1.7300e-01
9.1046e-10	1.7200e-01
7.2105e-10	1.7100e-01
9.9465e-10	1.7000e-01
9.7360e-10	1.6900e-01
1.0367e-09	1.6800e-01
1.0578e-09	1.6700e-01
8.0523e-10	1.6600e-01
8.2628e-10	1.6500e-01
1.0578e-09	1.6400e-01
1.0367e-09	1.6300e-01
1.0578e-09	1.6200e-01
8.6837e-10	1.6100e-01
9.5256e-10	1.6000e-01
9.3151e-10	1.5900e-01
7.8419e-10	1.5800e-01
9.9465e-10	1.5700e-01
1.0367e-09	1.5600e-01
8.6837e-10	1.5500e-01
7.8419e-10	1.5400e-01
8.4732e-10	1.5300e-01
1.0578e-09	1.5200e-01
1.0578e-09	1.5100e-01
9.5256e-10	1.5000e-01
8.8942e-10	1.4900e-01
9.1046e-10	1.4800e-01
9.7360e-10	1.4700e-01
6.3686e-10	1.4600e-01
6.5791e-10	1.4500e-01
8.6837e-10	1.4400e-01
8.2628e-10	1.4300e-01
8.4732e-10	1.4200e-01
9.3151e-10	1.4100e-01
8.6837e-10	1.4000e-01
7.8419e-10	1.3900e-01
8.4732e-10	1.3800e-01
6.3686e-10	1.3700e-01
7.8419e-10	1.3600e-01
8.0523e-10	1.3500e-01
6.7895e-10	1.3400e-01
8.0523e-10	1.3300e-01
8.8942e-10	1.3200e-01
8.0523e-10	1.3100e-01
5.3163e-10	1.3000e-01
8.2628e-10	1.2900e-01
5.9477e-10	1.2800e-01
6.7895e-10	1.2700e-01
6.3686e-10	1.2600e-01
7.0000e-10	1.2500e-01
4.6849e-10	1.2400e-01
7.6314e-10	1.2300e-01
7.4209e-10	1.2200e-01
6.3686e-10	1.2100e-01
8.0523e-10	1.2000e-01
4.8954e-10	1.1900e-01
6.3686e-10	1.1800e-01
7.6314e-10	1.1700e-01
8.6837e-10	1.1600e-01
8.0523e-10	1.1500e-01
4.8954e-10	1.1400e-01
6.3686e-10	1.1300e-01
6.7895e-10	1.1200e-01
4.4744e-10	1.1100e-01
7.0000e-10	1.1000e-01
5.7372e-10	1.0900e-01
4.8954e-10	1.0800e-01
3.8431e-10	1.0700e-01
5.1058e-10	1.0600e-01
6.5791e-10	1.0500e-01
4.4744e-10	1.0400e-01
6.1581e-10	1.0300e-01
6.3686e-10	1.0200e-01
3.8431e-10	1.0100e-01
5.5268e-10	1.0000e-01
5.3163e-10	9.9000e-02
4.8954e-10	9.8000e-02
6.1581e-10	9.7000e-02
7.6314e-10	9.6000e-02
3.8431e-10	9.5000e-02
4.2640e-10	9.4000e-02
4.6849e-10	9.3000e-02
3.8431e-10	9.2000e-02
4.8954e-10	9.1000e-02
3.8431e-10	9.0000e-02
4.2640e-10	8.9000e-02
5.5268e-10	8.8000e-02
4.0535e-10	8.7000e-02
5.1058e-10	8.6000e-02
5.3163e-10	8.5000e-02
3.8431e-10	8.4000e-02
3.2117e-10	8.3000e-02
4.8954e-10	8.2000e-02
5.3163e-10	8.1000e-02
4.0535e-10	8.0000e-02
2.3698e-10	7.9000e-02
3.4221e-10	7.8000e-02
4.6849e-10	7.7000e-02
6.5791e-10	7.6000e-02
3.6326e-10	7.5000e-02
4.6849e-10	7.4000e-02
4.2640e-10	7.3000e-02
3.2117e-10	7.2000e-02
3.8431e-10	7.1000e-02
5.3163e-10	7.0000e-02
4.4744e-10	6.9000e-02
3.8431e-10	6.8000e-02
3.4221e-10	6.7000e-02
4.2640e-10	6.6000e-02
4.6849e-10	6.5000e-02
2.1593e-10	6.4000e-02
3.4221e-10	6.3000e-02
1.3175e-10	6.2000e-02
2.7907e-10	6.1000e-02
2.5803e-10	6.0000e-02
2.3698e-10	5.9000e-02
2.5803e-10	5.8000e-02
3.0012e-10	5.7000e-02
1.7384e-10	5.6000e-02
1.3175e-10	5.5000e-02
2.3698e-10	5.4000e-02
1.7384e-10	5.3000e-02
1.5280e-10	5.2000e-02
8.9660e-11	5.1000e-02
1.1070e-10	5.0000e-02
2.3698e-10	4.9000e-02
8.9660e-11	4.8000e-02
3.6326e-10	4.7000e-02
3.2117e-10	4.6000e-02
3.0012e-10	4.5000e-02
2.1593e-10	4.4000e-02
1.3175e-10	4.3000e-02
8.9660e-11	4.2000e-02
1.5280e-10	4.1000e-02
2.6524e-11	4.0000e-02
2.7907e-10	3.9000e-02
2.7907e-10	3.8000e-02
1.5280e-10	3.7000e-02
2.3698e-10	3.6000e-02
2.3698e-10	3.5000e-02
2.7907e-10	3.4000e-02
1.9489e-10	3.3000e-02
2.1593e-10	3.2000e-02
3.0012e-10	3.1000e-02
3.8431e-10	3.0000e-02
2.3698e-10	2.9000e-02
2.3698e-10	2.8000e-02
2.5803e-10	2.7000e-02
2.1593e-10	2.6000e-02
5.4793e-12	2.5000e-02
1.3175e-10	2.4000e-02
2.1593e-10	2.3000e-02
2.3698e-10	2.2000e-02
1.7384e-10	2.1000e-02
2.1593e-10	2.0000e-02
1.1070e-10	1.9000e-02
4.7570e-11	1.8000e-02
6.8615e-11	1.7000e-02
-1.4184e-10	1.6000e-02
1.5280e-10	1.5000e-02
-1.6288e-10	1.4000e-02
2.6524e-11	1.3000e-02
1.5280e-10	1.2000e-02
-1.5566e-11	1.1000e-02
6.8615e-11	1.0000e-02
-5.7656e-11	9.0000e-03
-3.6611e-11	8.0000e-03
-5.7656e-11	7.0000e-03
4.7570e-11	6.0000e-03
4.7570e-11	5.0000e-03
-3.6611e-11	4.0000e-03
1.5280e-10	3.0000e-03
-2.2602e-10	2.0000e-03
-2.6811e-10	1.0000e-03
5.4793e-12	0.0000e+00
-1.6288e-10	-1.0000e-03
-1.8393e-10	-2.0000e-03
-3.6611e-11	-3.0000e-03
-1.4184e-10	-4.0000e-03
8.9660e-11	-5.0000e-03
-2.8915e-10	-6.0000e-03
-2.8915e-10	-7.0000e-03
-3.3124e-10	-8.0000e-03
-3.3124e-10	-9.0000e-03
-1.5566e-11	-1.0000e-02
-1.4184e-10	-1.1000e-02
-3.3124e-10	-1.2000e-02
-2.0497e-10	-1.3000e-02
-2.4706e-10	-1.4000e-02
-1.8393e-10	-1.5000e-02
-2.8915e-10	-1.6000e-02
-9.9746e-11	-1.7000e-02
-2.2602e-10	-1.8000e-02
-2.0497e-10	-1.9000e-02
-2.6811e-10	-2.0000e-02
-3.1020e-10	-2.1000e-02
-3.7333e-10	-2.2000e-02
-4.9960e-10	-2.3000e-02
-3.1020e-10	-2.4000e-02
-3.3124e-10	-2.5000e-02
-2.2602e-10	-2.6000e-02
-2.0497e-10	-2.7000e-02
-3.3124e-10	-2.8000e-02
-3.5229e-10	-2.9000e-02
-3.1020e-10	-3.0000e-02
-4.3647e-10	-3.1000e-02
-2.0497e-10	-3.2000e-02
-4.7856e-10	-3.3000e-02
-5.6274e-10	-3.4000e-02
-1.6288e-10	-3.5000e-02
-1.8393e-10	-3.6000e-02
-3.3124e-10	-3.7000e-02
-3.1020e-10	-3.8000e-02
-3.7333e-10	-3.9000e-02
-2.8915e-10	-4.0000e-02
-4.1542e-10	-4.1000e-02
-4.7856e-10	-4.2000e-02
-3.1020e-10	-4.3000e-02
-3.5229e-10	-4.4000e-02
-7.1005e-10	-4.5000e-02
-5.4169e-10	-4.6000e-02
-3.1020e-10	-4.7000e-02
-4.9960e-10	-4.8000e-02
-4.3647e-10	-4.9000e-02
-4.7856e-10	-5.0000e-02
-3.9438e-10	-5.1000e-02
-4.1542e-10	-5.2000e-02
-5.2065e-10	-5.3000e-02
-4.1542e-10	-5.4000e-02
-4.7856e-10	-5.5000e-02
-6.2587e-10	-5.6000e-02
-7.1005e-10	-5.7000e-02
-3.7333e-10	-5.8000e-02
-3.1020e-10	-5.9000e-02
-4.3647e-10	-6.0000e-02
-3.9438e-10	-6.1000e-02
-4.1542e-10	-6.2000e-02
-5.4169e-10	-6.3000e-02
-4.9960e-10	-6.4000e-02
-4.9960e-10	-6.5000e-02
-3.7333e-10	-6.6000e-02
-4.3647e-10	-6.7000e-02
-5.2065e-10	-6.8000e-02
-4.3647e-10	-6.9000e-02
-3.7333e-10	-7.0000e-02
-7.1005e-10	-7.1000e-02
-6.2587e-10	-7.2000e-02
-3.5229e-10	-7.3000e-02
-4.7856e-10	-7.4000e-02
-5.4169e-10	-7.5000e-02
-6.0483e-10	-7.6000e-02
-6.0483e-10	-7.7000e-02
-5.8378e-10	-7.8000e-02
-6.4692e-10	-7.9000e-02
-6.8901e-10	-8.0000e-02
-4.9960e-10	-8.1000e-02
-6.2587e-10	-8.2000e-02
-6.4692e-10	-8.3000e-02
-5.2065e-10	-8.4000e-02
-6.4692e-10	-8.5000e-02
-5.4169e-10	-8.6000e-02
-3.9438e-10	-8.7000e-02
-6.6796e-10	-8.8000e-02
-7.1005e-10	-8.9000e-02
-7.1005e-10	-9.0000e-02
-5.8378e-10	-9.1000e-02
-9.4155e-10	-9.2000e-02
-4.5751e-10	-9.3000e-02
-6.4692e-10	-9.4000e-02
-5.2065e-10	-9.5000e-02
-6.0483e-10	-9.6000e-02
-6.6796e-10	-9.7000e-02
-6.2587e-10	-9.8000e-02
-8.7842e-10	-9.9000e-02
-8.3633e-10	-1.0000e-01
-7.5214e-10	-1.0100e-01
-6.0483e-10	-1.0200e-01
-6.2587e-10	-1.0300e-01
-5.8378e-10	-1.0400e-01
-6.6796e-10	-1.0500e-01
-7.3110e-10	-1.0600e-01
-7.7319e-10	-1.0700e-01
-7.1005e-10	-1.0800e-01
-6.0483e-10	-1.0900e-01
-8.9946e-10	-1.1000e-01
-6.6796e-10	-1.1100e-01
-7.3110e-10	-1.1200e-01
-8.3633e-10	-1.1300e-01
-7.9423e-10	-1.1400e-01
-7.3110e-10	-1.1500e-01
-7.3110e-10	-1.1600e-01
-7.3110e-10	-1.1700e-01
-7.3110e-10	-1.1800e-01
-7.3110e-10	-1.1900e-01
-7.7319e-10	-1.2000e-01
-7.3110e-10	-1.2100e-01
-8.3633e-10	-1.2200e-01
-8.7842e-10	-1.2300e-01
-6.6796e-10	-1.2400e-01
-7.3110e-10	-1.2500e-01
-7.7319e-10	-1.2600e-01
-9.2051e-10	-1.2700e-01
-8.3633e-10	-1.2800e-01
-9.2051e-10	-1.2900e-01
-9.6260e-10	-1.3000e-01
-7.3110e-10	-1.3100e-01
-1.0257e-09	-1.3200e-01
-8.1528e-10	-1.3300e-01
-7.9423e-10	-1.3400e-01
-8.3633e-10	-1.3500e-01
-7.9423e-10	-1.3600e-01
-7.9423e-10	-1.3700e-01
-8.9946e-10	-1.3800e-01
-9.2051e-10	-1.3900e-01
-8.5737e-10	-1.4000e-01
-7.9423e-10	-1.4100e-01
-7.5214e-10	-1.4200e-01
-9.4155e-10	-1.4300e-01
-8.5737e-10	-1.4400e-01
-8.3633e-10	-1.4500e-01
-9.8364e-10	-1.4600e-01
-8.7842e-10	-1.4700e-01
-8.1528e-10	-1.4800e-01
-1.0678e-09	-1.4900e-01
-9.8364e-10	-1.5000e-01
-1.0468e-09	-1.5100e-01
-1.1520e-09	-1.5200e-01
-8.3633e-10	-1.5300e-01
-1.0678e-09	-1.5400e-01
-1.0889e-09	-1.5500e-01
-8.5737e-10	-1.5600e-01
